S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PANKAJ CHAUDHARY,Bharatiya Janata Party,590487,823,591310,48.85
2,VIRENDRA CHAUDHARY,Indian National Congress,555045,814,555859,45.92
3,MO MAUSME ALAM,Bahujan Samaj Party,32893,62,32955,2.7199999999999998
4,BRIJESH,Abhay Samaj Party,8575,8,8583,0.71
5,CHHEDI MAJDOOR,Independent,3833,1,3834,0.32
6,RAMPRIT,Independent,3028,1,3029,0.25
7,SUNIL,Independent,2716,2,2718,0.22
8,VINOD KUMAR PATEL,Sardar Patel Siddhant Party,2415,3,2418,0.2
9,NOTA,None of the Above,9730,15,9745,0.81
