S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39
2,L VIJAYAN,All India Anna Dravida Munnetra Kazhagam,255343,1314,256657,22.05
3,K BALU,Pattali Makkal Katchi,200614,1711,202325,17.38
4,S AFSHIA NASRIN,Naam Tamilar Katchi,97985,959,98944,8.5
5,D PANDIYAN,Bahujan Samaj Party,6135,77,6212,0.53
6,A PALANI,Independent,3855,11,3866,0.33
7,K MANIGANDAN,Independent,2045,4,2049,0.18
8,INDU W,Tamil Manila Murpokku Dravida Kazhagam,1872,66,1938,0.17
9,DR A V NARENDRAN,Independent,1711,11,1722,0.15
10,M VIJAYAN,Independent,1674,4,1678,0.14
11,M BALU,Independent,1557,4,1561,0.13
12,SHETTU S,Independent,1556,5,1561,0.13
13,V BABU,United Republican Party of India,1351,15,1366,0.12
14,M THULASIRAMAN,Independent,1046,7,1053,0.09
15,D JANAKIRAMAN,Independent,831,6,837,0.07
16,S SURESH KUMAR,Independent,828,7,835,0.07
17,R VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,819,2,821,0.07
18,V VINAYAGAM,Independent,727,2,729,0.06
19,VIJAYAN K,All India Jananayaka Makkal Kazhagam,624,9,633,0.05
20,SHANAVAS J,Independent,580,3,583,0.05
21,V KRISHNANANDAN,Anna MGR Dravida Makkal Kalgam,568,14,582,0.05
22,A JAYACHANDRAN,Independent,534,4,538,0.05
23,N SUGUMAR,Independent,424,8,432,0.04
24,M VIJAY,Independent,416,11,427,0.04
25,G SUDHAKAR,Independent,367,13,380,0.03
26,K VENKATESAN,Independent,261,3,264,0.02
27,NOTA,None of the Above,12423,190,12613,1.08
