S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ARUN GOVIL,Bharatiya Janata Party,544375,2094,546469,46.21
2,SUNITA VERMA,Samajwadi Party,535009,875,535884,45.32
3,DEVVRAT KUMAR TYAGI,Bahujan Samaj Party,86693,332,87025,7.36
4,BHUPENDRA PAL URF BHUPPI BHAI,Rashtriya Shoshit Samaj Party,2615,11,2626,0.22
5,HAJI AFZAL,Sabse Achchhi Party,2026,3,2029,0.17
6,ABID HUSAIN,Social Democratic Party Of India,1917,5,1922,0.16
7,LIYAKAT,Majloom Samaj Party,891,3,894,0.08
8,DR HIMANSHU BHATNAGAR,Jai Hind National Party,848,6,854,0.07
9,NOTA,None of the Above,4738,38,4776,0.4
