S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BALABHADRA MAJHI,Bharatiya Janata Party,478330,3066,481396,38.74
2,PRADEEP KUMAR MAJHI,Biju Janata Dal,392448,1412,393860,31.7
3,BHUJABAL MAJHI,Indian National Congress,302095,1297,303392,24.42
4,TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),20548,11,20559,1.65
5,NOTA,None of the Above,43240,28,43268,3.48
