S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,543857,3522,547379,47.75
2,KALIYAPERUMAL M,All India Anna Dravida Munnetra Kazhagam,311384,2064,313448,27.34
3,"ASUVATHAMAN, A.",Bharatiya Janata Party,154736,1914,156650,13.67
4,"RAMESHBABU, R.",Naam Tamilar Katchi,83148,721,83869,7.32
5,"KALIAPERUMAL, M.",Independent,5704,9,5713,0.5
6,"BENNYRAJAN, C.J.",Bharatiya Praja Aikyata Party,4703,107,4810,0.42
7,"KALIYAPERUMAL, A.",Independent,3402,5,3407,0.30000000000000004
8,"MOHANRAJA, V.M.",Bahujan Samaj Party,2615,22,2637,0.23
9,CAPTAIN GOWTHAM,Independent,1823,19,1842,0.16
10,"UDHAYAKUMAR, P.S.",Independent,1246,5,1251,0.11
11,"ANNADURAI, S.",Independent,1165,7,1172,0.1
12,"KOTHANDABANI, B.",Independent,963,2,965,0.08
13,"SELVAM , K.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,945,9,954,0.08
14,"KALASTHIRI, S.",All India Uzhavargal Uzhaippalargal Katchi,934,16,950,0.08
15,"VIJAYAKUMAR, S.",Independent,928,6,934,0.08
16,"JAGANNATHAN, R.",Independent,857,7,864,0.08
17,"SENTHAMIL SELVAN, M.",Independent,848,8,856,0.07
18,"AGNI SELVARASU, J.",Naadaalum Makkal Katchi,759,18,777,0.07
19,"SATHIYAMOORTHY, S.",Makkal Nala Kazhagam,716,20,736,0.06
20,"ANNADURAI, S.",Independent,642,6,648,0.06
21,"SUB MAJOR SETTU, M.",Viro Ke Vir Indian Party,636,22,658,0.06
22,"SANKAR, S.",Independent,569,9,578,0.05
23,"ANNADURAI, A.",Independent,482,34,516,0.05
24,"NALLASIVAM, M.",Independent,426,3,429,0.04
25,"PALANI , T.N.",Independent,413,1,414,0.04
26,"POONGODY, A.",Independent,412,5,417,0.04
27,"VIMAL, V.",Independent,341,1,342,0.03
28,"THANGARAJ, P.",Independent,291,4,295,0.03
29,"RAMESH , T.P.",Independent,280,1,281,0.02
30,"NAKKEERAN , A.",Independent,260,5,265,0.02
31,DEEPAMMAL SUNDARI,Independent,252,7,259,0.02
32,NOTA,None of the Above,11527,430,11957,1.04
