S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RICHARD VANLALHMANGAIHA,Zoram People’s Movement,206377,2175,208552,42.45
2,K VANLALVENA,Mizo National Front,139532,732,140264,28.55
3,LALBIAKZAMA,Indian National Congress,97761,834,98595,20.07
4,VANLALHMUAKA,Bharatiya Janata Party,33009,524,33533,6.82
5,LALHRIATRENGA CHHANGTE,Independent,4663,43,4706,0.96
6,RITA MALSAWMI,Mizoram People's Conference,3681,112,3793,0.77
7,NOTA,None of the Above,1866,27,1893,0.39
