S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,UMMEDA RAM BENIWAL,Indian National Congress,699122,5554,704676,41.74
2,RAVINDRA SINGH BHATI,Independent,581865,4635,586500,34.74
3,KAILASH CHOUDHARY,Bharatiya Janata Party,284527,2206,286733,16.99
4,TARARAM MEHNA,Independent,49768,189,49957,2.96
5,PRATAPA RAM,Independent,8282,36,8318,0.49
6,HANIPH,Independent,7755,5,7760,0.46
7,LEELA RAM,Bahujan Samaj Party,7557,28,7585,0.45
8,PRABHU RAM,Aazad Samaj Party (Kanshi Ram),6381,15,6396,0.38
9,RAMA RAM,Independent,6031,10,6041,0.36
10,POPAT LAL,Independent,3117,42,3159,0.19
11,DEVILAL JAIN,Independent,3016,7,3023,0.18
12,NOTA,None of the Above,17893,10,17903,1.06
