S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ALFRED KANNGAM S ARTHUR,Indian National Congress,381813,3141,384954,48.32
2,KACHUI TIMOTHY ZIMIK,Naga Peoples Front,298358,1178,299536,37.6
3,S KHO JOHN,Independent,89677,233,89910,11.28
4,ALYSON ABONMAI,Independent,14865,245,15110,1.9
5,NOTA,None of the Above,6530,695,7225,0.91
