S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98
2,ARCHANA KUMARI,Rashtriya Janata Dal,395696,868,396564,40.5
3,SUBHASH PASWAN,Independent,13841,34,13875,1.42
4,SAKALDEO DAS,Bahujan Samaj Party,12313,53,12366,1.26
5,SRAWON KUMAR,Rashtriya Jansambhavna Party,8604,21,8625,0.88
6,JAGDISH PRASAD,Loktantrik Samajik Nyay Party,6532,10,6542,0.67
7,SANTOSH KUMAR DAS,Socialist Unity Centre Of India (COMMUNIST),6025,8,6033,0.62
8,NOTA,None of the Above,26148,34,26182,2.67
