S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal,485765,3202,488967,52.36
2,AMARPAL,Samajwadi Party,328487,1021,329508,35.29
3,PRAVEEN BANSAL,Bahujan Samaj Party,91740,526,92266,9.88
4,MUKESH KUMAR SHARMA,Azad Adhikar Sena,5441,82,5523,0.59
5,MAHENDER SINGH,Sarvjan Samta Party,4957,63,5020,0.54
6,SUKHVIR SINGH,Swatantra Jantaraj Party,4056,43,4099,0.44
7,RUBY KASHYAP,Sarvjan Lok Shakti Party,3202,78,3280,0.35000000000000003
8,NOTA,None of the Above,4980,130,5110,0.55
