S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43
2,MADAN MOHAN TIWARI,Indian National Congress,441363,2490,443853,40.86
3,SANJAY KUMAR,Viro Ke Vir Indian Party,13139,6,13145,1.21
4,UPENDRA RAM,Bahujan Samaj Party,10913,49,10962,1.01
5,MOHAMMAD SOAIB,Independent,8992,2,8994,0.8300000000000001
6,RAUSHAN KUMAR SRIVASTAVA,Independent,8496,9,8505,0.78
7,MD. KALAM SAI,Independent,4922,3,4925,0.45
8,NAFISH AHMAD,Independent,4163,-,4163,0.38
9,NOTA,None of the Above,11223,65,11288,1.04
