S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DINESHBHAI MAKWANA (ADVOCATE),Bharatiya Janata Party,606545,5159,611704,63.28
2,BHARAT YOGENDRA MAKWANA,Indian National Congress,321972,3295,325267,33.65
3,ANILKUMAR VASANTBHAI VAGHELA,Bahujan Samaj Party,9448,152,9600,0.99
4,BHITORA BHAVESHKUMAR CHIMANLAL,Gujarat Loktantra Party,2443,15,2458,0.25
5,SHANKARBHAI KHUSHALBHAI RATHOD,Democratic Bharatiya Samaj Party,2345,44,2389,0.25
6,VEDUBHAI KAUTIKBHAI SIRASAT,Jan Sewa Driver Party,1214,7,1221,0.13
7,NOTA,None of the Above,13604,403,14007,1.45
