S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,834558,3432,837990,52.36
2,DR. HIRANMOY CHATTOPADHYAYA,Bharatiya Janata Party,652098,3024,655122,40.93
3,TAPAN GANGULI,Communist Party of India,74399,509,74908,4.68
4,SOUMEN MADRAJI,Bahujan Samaj Party,7916,25,7941,0.5
5,GOPAL MONDAL,Independent,4238,6,4244,0.27
6,DINESH MAIKAP,Socialist Unity Centre Of India (COMMUNIST),4124,24,4148,0.26
7,SAHEB CHOWDHURY,Independent,3228,9,3237,0.2
8,NOTA,None of the Above,12889,77,12966,0.81
