S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.RADHAKRISHNAN,Communist Party of India (Marxist),398818,4629,403447,40.66
2,RAMYA HARIDAS,Indian National Congress,379231,4105,383336,38.63
3,DR T N SARASU,Bharatiya Janata Party,186441,1789,188230,18.97
4,HARI ARUMBIL,Bahujan Samaj Party,2835,36,2871,0.29
5,KRISHNANKUTTY KUNISSERY,Independent,2323,28,2351,0.24
6,NOTA,None of the Above,11918,115,12033,1.21
