S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92
2,PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,340778,2104,342882,30.89
3,JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,98757,1023,99780,8.99
4,DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,96701,971,97672,8.8
5,MUVITH KUMAR N,Independent,7901,18,7919,0.71
6,SENTHILMALLAR K,Independent,6629,198,6827,0.62
7,SIVASHANKAR N,Independent,6583,10,6593,0.59
8,KANNADHASAN R,Independent,3485,17,3502,0.32
9,SELVARAJ G,Puthiya Makkal Tamil Desam Katchi,2943,14,2957,0.27
10,PANNEERSELVAM O S/O OCHAPPAN,Independent,2939,42,2981,0.27
11,PANCHAVARNAM V,Independent,2561,11,2572,0.23
12,PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,2493,4,2497,0.22
13,PANNIR SELVAM M S/O MALAIYANDI,Independent,2387,15,2402,0.22
14,NAWASKHAN,Independent,2301,22,2323,0.21
15,SIVANANDAM N,Bahujan Samaj Party,1958,56,2014,0.18
16,PANNEERSELVAM O S/O OYYADEVAR,Independent,1920,9,1929,0.17
17,ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi,1497,21,1518,0.14
18,MANIVASAGAM S,Bahujan Dravida Party,1392,11,1403,0.13
19,PANNEERSELVAM O S/O OYYARAM,Independent,1369,7,1376,0.12
20,SALEEM,Independent,961,13,974,0.09
21,SASIKANI K,Independent,896,3,899,0.08
22,SATHURAGIRI K,Independent,815,12,827,0.07
23,SIKKANDAR B,Independent,804,19,823,0.07
24,VIGNESH V,Independent,643,9,652,0.06
25,PANNERSELVAM O S/O OCHATTHEVAR,Independent,564,8,572,0.05
26,NOTA,None of the Above,6163,132,6295,0.5700000000000001
