S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KRITI DEVI DEBBARMAN,Bharatiya Janata Party,768129,9318,777447,68.54
2,RAJENDRA REANG,Communist Party of India (Marxist),287772,2856,290628,25.62
3,ARCHANA URANG,Independent,10814,108,10922,0.96
4,DARSHAN KUMAR REANG,Independent,9200,69,9269,0.8200000000000001
5,SANTOJOY TRIPURA,Independent,6825,37,6862,0.6000000000000001
6,SHIB CHANDRA DEBBARMA,Independent,6685,34,6719,0.59
7,SATRUGHNA JAMATIA,Independent,5939,28,5967,0.53
8,KRISHNA MOHAN JAMATIA,Independent,4166,51,4217,0.37
9,KALPA MOHAN TRIPURA,Independent,3958,53,4011,0.35000000000000003
10,NOTA,None of the Above,18176,127,18303,1.6099999999999999
