S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JASHUBHAI BHILUBHAI RATHVA,Bharatiya Janata Party,791727,4862,796589,62.84
2,SUKHRAMBHAI HARIYABHAI RATHWA,Indian National Congress,394433,3379,397812,31.38
3,BHIL SOMABHAI GOKALBHAI,Bahujan Samaj Party,16021,72,16093,1.27
4,RATHVA FURAKANBHAI BALJIBHAI,Malwa Congress,11091,70,11161,0.88
5,TADVI RANCHHODBHAI,Bharatiya Bahujan Congress,8292,52,8344,0.66
6,RATHVA MUKESHBHAI NURABHAI,Independent,8032,33,8065,0.64
7,NOTA,None of the Above,29394,261,29655,2.34
