S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SANJNA JATAV,Indian National Congress,572808,7082,579890,51.18
2,RAMSWAROOP KOLI,Bharatiya Janata Party,519269,8638,527907,46.59
3,ANJILA JATAV,Bahujan Samaj Party,9298,210,9508,0.84
4,ANEETA,Independent,5027,92,5119,0.45
5,PURUSHOTTAM LAL,Independent,2730,17,2747,0.24
6,PUSHPENDAR KUMAR,Independent,2374,12,2386,0.21
7,NOTA,None of the Above,5344,99,5443,0.48
