S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MUKESH RAJPUT,Bharatiya Janata Party,486925,1038,487963,47.2
2,DR. NAVAL KISHOR SHAKYA,Samajwadi Party,484485,800,485285,46.94
3,KRANTI PANDEY,Bahujan Samaj Party,45274,116,45390,4.39
4,AMAR SINGH,Bharatiya Rashtriya Morcha,3345,13,3358,0.32
5,HARNANDAN SINGH,Independent,2457,12,2469,0.24
6,SHYAMVEER SINGH,Bharatiya Nagrik Party,2431,3,2434,0.24
7,VIDYAPRAKASH,Bharatheeya Jawan Kisan Party,1456,11,1467,0.14
8,DINESH,Bhartiya Shakti Chetna Party,1061,2,1063,0.1
9,NOTA,None of the Above,4350,15,4365,0.42
