S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHRIPAD YESSO NAIK,Bharatiya Janata Party,253812,3514,257326,56.43
2,RAMAKANT KHALAP,Indian National Congress,140191,1120,141311,30.99
3,TUKARAM BHARAT PARAB,Revolutionary Goans Party,45460,233,45693,10.02
4,MILAN R VAINGANKAR,Bahujan Samaj Party,1600,25,1625,0.36
5,MR SAKHARAM NAIK,Akhil Bhartiya Parivar Party,1404,13,1417,0.31
6,SHAKEEL JAMAL SHAIKH,Independent,800,7,807,0.18
7,THOMAS AUGUSTINE FERNANDES,Independent,746,13,759,0.17
8,ADV VISHAL NAIK,Independent,744,8,752,0.16
9,NOTA,None of the Above,6297,31,6328,1.3900000000000001
