S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CAPTAIN VIRIATO FERNANDES,Indian National Congress,216022,1814,217836,48.35
2,PALLAVI SHRINIVAS DEMPO,Bharatiya Janata Party,201806,2495,204301,45.35
3,RUBERT PEREIRA,Revolutionary Goans Party,18718,167,18885,4.19
4,DR SWETA GAONKAR,Bahujan Samaj Party,1545,36,1581,0.35000000000000003
5,DEEPKUMAR D MAPARI,Independent,1309,8,1317,0.29
6,DR KALIDAS VAINGANKAR,Independent,707,13,720,0.16
7,ALEXY FERNANDES,Independent,526,16,542,0.12
8,HARISHCHANDRA SUDHAKAR NAIK,Corruption Abolition Party,487,14,501,0.11
9,NOTA,None of the Above,4804,33,4837,1.07
