S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,NARAYAN DAS AHIRWAR,Samajwadi Party,529444,736,530180,46.96
2,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,475232,1050,476282,42.19
3,SURESH CHANDRA GAUTAM,Bahujan Samaj Party,100105,143,100248,8.88
4,BRIJ MOHAN,Independent,4666,7,4673,0.41000000000000003
5,NAGENDRA KUMAR,Bhartiya Shakti Chetna Party,3205,7,3212,0.28
6,PREMLATA VERMA,Independent,3176,24,3200,0.28
7,NOTA,None of the Above,11138,16,11154,0.99
