S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GAJENDRA SINGH SHEKHAWAT,Bharatiya Janata Party,722978,7078,730056,52.76
2,KARAN SINGH UCHIYARDA,Indian National Congress,608228,6151,614379,44.4
3,SUNIL KUMAR PAREEK,Independent,7424,5,7429,0.54
4,MANJU MEGHWAL,Bahujan Samaj Party,6347,48,6395,0.46
5,ANANDARAM URF ANAND CHAUHAN,Aazad Samaj Party (Kanshi Ram),3662,18,3680,0.27
6,SUNIL BHANDARI,Independent,3236,2,3238,0.23
7,VISHEK VISHNOI,Independent,1718,32,1750,0.13
8,SHIVA RAM,Independent,1191,4,1195,0.09
9,LIKHAMA RAM,Independent,1123,2,1125,0.08
10,NARESH KANDARA,Independent,1007,20,1027,0.07
11,SATYANARAYAN,Bharatiya Sampuran Krantikari Party,776,6,782,0.06
12,PAPPU DAN,Right to Recall Party,650,4,654,0.05
13,SHAHNAZ BANO,Dalit Kranti Dal,546,1,547,0.04
14,RAM DAYAL BISHNOI,Rashtriya Janshakti Party (Secular),491,12,503,0.04
15,BHOM SINGH,Indian Peoples Green Party,483,4,487,0.04
16,NOTA,None of the Above,10511,80,10591,0.77
