S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,LALJI VERMA,Samajwadi Party,543721,1238,544959,46.3
2,RITESH PANDEY,Bharatiya Janata Party,406851,861,407712,34.64
3,QAMAR HAYAT,Bahujan Samaj Party,199252,247,199499,16.95
4,NEELAM SINGH,Moolniwasi Samaj Party,4321,10,4331,0.37
5,SHABANA KHATOON,Peace Party,3983,7,3990,0.34
6,JAVED AHMAD SIDDIQUI,Independent,3857,3,3860,0.33
7,RAM NARESH PRAJAPATI,Bhagidari Party(P),3410,3,3413,0.29
8,VIVEK KUMAR,Bhartiya Shakti Chetna Party,1848,2,1850,0.16
9,NOTA,None of the Above,7429,19,7448,0.63
