S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SAMBIT PATRA,Bharatiya Janata Party,625372,3958,629330,52.58
2,ARUP MOHAN PATNAIK,Biju Janata Dal,523036,1585,524621,43.83
3,JAYANARAYAN PATTANAYAK,Indian National Congress,24066,276,24342,2.03
4,SANTANU KUMAR DAS,Bahujan Samaj Party,3918,11,3929,0.33
5,SUBASH CHANDRA BHOI,Socialist Unity Centre Of India (COMMUNIST),3257,9,3266,0.27
6,SOBHA PANDEY,Independent,2212,17,2229,0.19
7,DILLIP KUMAR BARAL,Independent,1605,6,1611,0.13
8,NOTA,None of the Above,7568,42,7610,0.64
